Brand,Processors Type,Series,Name,Model,CPU Socket Type,Core Name,# of Cores,# of Threads,Operating Frequency,Max Turbo Frequency,L3 Cache,Manufacturing Tech,64-Bit Support,Hyper-Threading Support,Memory Types,Memory Channel,Virtualization Technology Support,Integrated Graphics,Graphics Base Frequency,Graphics Max Dynamic Frequency,PCI Express Revision,Max Number of PCI Express Lanes,Thermal Design Power,Cooling Device,Date First Available,L2 Cache,Cooling Devices,Multimedia Instruction,Voltage,Options,DMI,Integrated Memory Controller Speed,QPI,FSB,L1 Cache,Hyper-Transport Support,
Intel,Desktop,Core i9 X-Series Extreme Edition,Core i9-9980XE,BX80673I99980X,LGA 2066,Skylake X,18-Core,36,3.0 GHz,4.4 GHz,24.75MB,None,Yes,Yes,DDR4 2666,4,Yes,None,None,None,3.0,44,165W,Cooling device not included - Processor Only,January 22  2019,None,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Core i9 9th Gen,Core i9-9900KF,BX80684I99900KF,LGA 1151 (300 Series),Coffee Lake,8-Core,16,3.6 GHz,5.0 GHz,16MB,14nm,Yes,Yes,DDR4 2666,2,Yes,None,None,None,3.0,16,95W,Cooling device not included - Processor Only,May 03  2019,None,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Core i7 6th Gen,Core  i7-6700K,BX80662I76700K,LGA 1151,Skylake,Quad-Core,8,4.0 GHz,4.2 GHz,8MB,14nm,Yes,Yes,DDR4-1866 / 2133  DDR3L-1333 / 1600 @ 1.35V,2,Yes,Intel HD Graphics 530,350 MHz,1.15 GHz,3.0,16,91W,Cooling device not included - Processor Only,October 12  2018,4 x 256KB,No Stock Cooler,None,None,None,None,None,None,None,None,None
Intel,Desktop,Core i7 4th Gen,Core i7-4790K,BX80646I74790K,LGA 1150,Devil's Canyon,Quad-Core,8,4.0 GHz,4.4 GHz,8MB,22nm,Yes,Yes,None,None,Yes,Intel HD Graphics 4600,350 MHz,1.25 GHz,3.0,16,88W,Heatsink and fan included,February 16  2019,4 x 256KB,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Core i5 9th Gen,Core i5-9600K,BX80684I59600K,LGA 1151 (300 Series),Coffee Lake,6-Core,6,3.7 GHz,4.6 GHz,9MB,14nm,Yes,No,DDR4 2666,2,Yes,Intel UHD Graphics 630,350 MHz,1.15 GHz,3.0,16,95W,Cooling device not included - Processor Only,November 16  2018,None,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Core i7 9th Gen,Core i7-9700F,BX80684i79700F,LGA 1151 (300 Series),Coffee Lake,8-Core,8,3.0 GHz,4.7 GHz,12MB,14nm,Yes,No,DDR4 2666,2,Yes,None,None,None,3.0,16,65W,Heatsink and fan included,January 14  2020,None,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Core i5 9th Gen,Core i5-9400,BX80684I59400,LGA 1151 (300 Series),Coffee Lake,6-Core,6,2.9 GHz,4.1 GHz,9MB,14nm,Yes,No,DDR4 2666,2,Yes,Intel UHD Graphics 630,350 MHz,1.05 GHz,3.0,16,65W,Heatsink and fan included,January 10  2020,None,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Core i7 7th Gen,Core i7-7700K,BX80677I77700K,LGA 1151,Kaby Lake,Quad-Core,8,4.2 GHz,4.5 GHz,8MB,14nm,Yes,Yes,DDR4-2133 / 2400  DDR3L-1333 / 1600 @ 1.35V,2,Yes,Intel HD Graphics 630,350 MHz,1.15 GHz,3.0,16,91W,Cooling device not included - Processor Only,October 02  2018,4 x 256KB,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Core i7 7th Gen,Core i7-7700,BX80677I77700,LGA 1151,Kaby Lake,Quad-Core,8,3.6 GHz,4.20 GHz,8MB,14nm,Yes,Yes,DDR4-2133 / 2400  DDR3L-1333 / 1600 @ 1.35V,2,Yes,Intel HD Graphics 630,350 MHz,1.15 GHz,3.0,16,65W,Heatsink and fan included,January 21  2020,4 x 256KB,None,SSE4.1/4.2  AVX 2.0,1.35V,None,None,None,None,None,None,None
Intel,Desktop,Core i9 X-Series,Core i9-9960X,BX80673I99960X,LGA 2066,Skylake X,16-Core,32,3.1 GHz,4.4 GHz,22MB,14nm,Yes,Yes,DDR4 2666,4,Yes,None,None,None,3.0,44,165W,Cooling device not included - Processor Only,January 20  2020,None,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Pentium Gold,Pentium Gold G5400,BX80684G5400,LGA 1151 (300 Series),Coffee Lake,Dual-Core,4,3.7 GHz,None,4MB,14nm,Yes,Yes,DDR4-2400,2,Yes,Intel UHD Graphics 610,350 MHz,1.05 GHz,3.0,16,58W,Heatsink and fan included,April 01  2019,None,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Core i5 7th Gen,Core i5-7600K,BX80677I57600K,LGA 1151,Kaby Lake,Quad-Core,4,3.8 GHz,4.2 GHz,6MB,14nm,Yes,No,DDR4-2133 / 2400  DDR3L-1333 / 1600 @ 1.35V,2,Yes,Intel HD Graphics 630,350 MHz,1.15 GHz,3.0,16,91W,Cooling device not included - Processor Only,October 15  2018,4 x 256KB,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Core i5 7th Gen,Core i5-7400,BX80677I57400,LGA 1151,Kaby Lake,Quad-Core,4,3.0 GHz,3.50 GHz,6MB,14nm,Yes,None,DDR3L 1333 / DDR3L 1600 / DDR4 2133 / DDR4 2400,2,Yes,Intel HD Graphics 630,350 MHz,1.00 GHz,3.0,16,65W,Heatsink and fan included,October 05  2018,4 x 256KB,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Core i3 9th Gen,Core i3-9350KF,BX80684I39350KF,LGA 1151 (300 Series),Coffee Lake,Quad-Core,4,4.0 GHz,4.6 GHz,8MB,14nm,Yes,None,DDR4,2,None,None,None,None,3.0,16,91W,Cooling device not included - Processor Only,December 31  2019,None,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Core i7 8th Gen,Core i7-8700,BX80684I78700,LGA 1151 (300 Series),Coffee Lake,6-Core,12,3.2 GHz,4.6 GHz,12MB,14nm,Yes,Yes,DDR4 2666,2,Yes,Intel UHD Graphics 630,350 MHz,1.2 GHz,3.0,16,65W,Heatsink and fan included,October 05  2018,None,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Core i9 X-Series,Core i9-9940X,BX80673I99940X,LGA 2066,Skylake X,14-Core,28,3.3 GHz,4.4 GHz,19.25MB,14nm,Yes,Yes,DDR4 2666,4,Yes,None,None,None,3.0,44,165W,Cooling device not included - Processor Only,January 20  2020,None,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Core i5 6th Gen,Core i5-6600K,BX80662I56600K,LGA 1151,Skylake,Quad-Core,4,3.5 GHz,3.9 GHz,6MB,14nm,Yes,No,DDR4-1866 / 2133  DDR3L-1333 / 1600 @ 1.35V,2,Yes,Intel HD Graphics 530,350 MHz,1.15 GHz,3.0,16,91W,Cooling device not included - Processor Only,October 22  2018,4 x 256KB,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Core i5 8th Gen,Core i5-8400,BX80684I58400,LGA 1151 (300 Series),Coffee Lake,6-Core,6,2.8 GHz,4.0 GHz,9MB,14nm,Yes,No,DDR4 2666,2,Yes,Intel UHD Graphics 630,350 MHz,1.05 GHz,3.0,16,65W,Heatsink and fan included,January 10  2020,6 x 256KB,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Core i9 X-Series,Core i9-9900X,BX80673I99900X,LGA 2066,Skylake X,10-Core,20,3.5 GHz,4.4 GHz,19.25MB,14nm,Yes,Yes,DDR4 2666,4,Yes,None,None,None,3.0,44,165W,Cooling device not included - Processor Only,July 25  2019,None,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Core i5 8th Gen,Core i5-8600,BX80684I58600,LGA 1151 (300 Series),Coffee Lake,6-Core,6,3.1 GHz,4.3 GHz,9MB,14nm,Yes,No,DDR4-2666,2,Yes,Intel UHD Graphics 630,350 MHz,1.15 GHz,3.0,16,65W,Heatsink and fan included,April 01  2019,None,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Core i5 9th Gen,Core i5-9500,BX80684i59500,LGA 1151 (300 Series),Coffee Lake,6-Core,6,3.0 GHz,4.4 GHz,9MB,14nm,Yes,No,DDR4 2666,2,Yes,Intel UHD Graphics 630,350 MHz,1.1 GHz,3.0,16,65W,Heatsink and fan included,September 05  2019,None,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Core i5 8th Gen,Core i5-8500,BX80684I58500,LGA 1151 (300 Series),Coffee Lake,6-Core,6,3.0 GHz,None,9MB,14nm,Yes,None,DDR4 2666,2,None,Intel UHD Graphics 630,None,1.1 GHz,3.0,16,65W,Heatsink and fan included,January 15  2020,None,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Pentium,Pentium G4560,BX80677G4560,LGA 1151,Kaby Lake,Dual-Core,4,3.5 GHz,None,3MB,14nm,Yes,Yes,DDR4-2133 / 2400  DDR3L-1333 / 1600 @ 1.35V,2,None,Intel HD Graphics 610,350 MHz,1.05 GHz,3.0,16,54W,Heatsink and fan included,November 13  2018,None,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Pentium,Pentium G4400,BX80662G4400,LGA 1151,Skylake,Dual-Core,2,3.3 GHz,None,3MB,14nm,Yes,No,DDR4-1866 / 2133  DDR3L-1333 / 1600 @ 1.35V,2,Yes,Intel HD Graphics 510,350 MHz,1.0 GHz,3.0,16,54W,Heatsink and fan included,November 29  2019,2 x 256KB,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Core i9 9th Gen,Core i9-9900,BX80684I99900,LGA 1151 (300 Series),Coffee Lake,8-Core,16,3.1 GHz,5.0 GHz,16MB,14nm,Yes,Yes,DDR4 2666,2,Yes,Intel UHD Graphics 630,350 MHz,1.2 GHz,3.0,16,65W,Heatsink and fan included,July 19  2019,None,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Pentium Gold,Pentium Gold G5500,BX80684G5500,LGA 1151 (300 Series),Coffee Lake,Dual-Core,4,3.8 GHz,None,4MB,14nm,Yes,Yes,DDR4-2400,2,None,Intel UHD Graphics 630,350 MHz,1.1 GHz,3.0,16,54W,Heatsink and fan included,May 27  2019,None,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Core i3 7th Gen,Core i3-7350K,BX80677I37350K,LGA 1151,Kaby Lake,Dual-Core,4,4.2 GHz,None,4MB shared,14nm,Yes,Yes,DDR4 2133 / 2400  DDR3L 1333 / 1600 @ 1.35V,2,Yes,Intel HD Graphics 630,350 MHz,1.15 GHz,3.0,16,60W,Cooling device not included - Processor Only,December 17  2019,2 x 256KB,None,None,None,i3-7350K,None,None,None,None,None,None
Intel,Desktop,Core i3 8th Gen,Core i3-8300,BX80684I38300,LGA 1151 (300 Series),Coffee Lake,Quad-Core,4,3.7 GHz,None,8MB,14nm,Yes,None,DDR4-2400,2,None,Intel UHD Graphics 630,None,1.15 GHz,3.0,16,62W,Heatsink and fan included,November 01  2018,None,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Pentium,Pentium G4620,BX80677G4620,LGA 1151,Kaby Lake,Dual-Core,4,3.7 GHz,None,3MB,None,None,None,None,None,None,Intel HD Graphics 630,None,1.1 GHz,None,None,51W,Heatsink and fan included,May 27  2019,None,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Pentium,Pentium G4600,BX80677G4600,LGA 1151,Kaby Lake,Dual-Core,4,3.6 GHz,None,3MB,14nm,Yes,Yes,None,None,Yes,Intel HD Graphics 630,350 MHz,1.1 GHz,3.0,16,51W,Heatsink and fan included,February 19  2019,None,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Pentium,Pentium G4500,BX80662G4500,LGA 1151,Skylake,Dual-Core,2,3.5 GHz,None,3MB,14nm,Yes,No,None,None,Yes,Intel HD Graphics 530,350 MHz,1.05 GHz,3.0,16,47W,None,June 04  2019,2 x 256KB,None,None,None,Pentium G4500,None,None,None,None,None,None
Intel,Desktop,Core i5 7th Gen,Core i5-7500,BX80677I57500,LGA 1151,Kaby Lake,Quad-Core,4,3.4 GHz,3.8 GHz,6MB,14nm,Yes,None,DDR4-2133 / 2400  DDR3L-1333 / 1600 @ 1.35V,2,Yes,Intel HD Graphics 630,350 MHz,1.1 GHz,3.0,16,65W,Heatsink and fan included,December 24  2018,4 x 256KB,Air Cooler,None,None,None,None,None,None,None,None,None
Intel,Desktop,Core i5 7th Gen,Core i5-7600,BX80677I57600,LGA 1151,Kaby Lake,Quad-Core,4,3.5 GHz,4.1 GHz,6MB,14nm,Yes,None,DDR4-2133 / 2400  DDR3L-1333 / 1600 @ 1.35V,2,Yes,None,350 MHz,1.15 GHz,3.0,16,65W,Heatsink and fan included,October 24  2018,4 x 256KB,Air Cooler,None,None,None,None,None,None,None,None,None
Intel,Desktop,Pentium,Pentium G4520,BX80662G4520,LGA 1151,Skylake,Dual-Core,2,3.6 GHz,None,3MB,14nm,Yes,No,DDR4 / DDR3L,None,Yes,Intel HD Graphics 530,350 MHz,1.05 GHz,3.0,16,51W,Heatsink and fan included,April 10  2019,2 x 256KB,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Core i5 6th Gen,Core i5-6600K,BX80662I56600K,LGA 1151,Skylake,Quad-Core,4,3.5 GHz,3.9 GHz,6MB,14nm,Yes,No,DDR4-1866 / 2133  DDR3L-1333 / 1600 @ 1.35V,2,Yes,Intel HD Graphics 530,350 MHz,1.15 GHz,3.0,16,91W,Cooling device not included - Processor Only,October 22  2018,4 x 256KB,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Core i7 8th Gen,Core i7-8700K,BX80684I78700K,LGA 1151 (300 Series),Coffee Lake,6-Core,12,3.7 GHz,4.7 GHz,12MB,14nm,Yes,Yes,DDR4 2666,2,Yes,Intel UHD Graphics 630,350 MHz,1.2 GHz,3.0,16,95W,Cooling device not included - Processor Only,October 03  2017,6 x 256KB,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Core i5 8th Gen,Core i5-8600K,BX80684I58600K,LGA 1151 (300 Series),Coffee Lake,6-Core,6,3.6 GHz,4.3 GHz,9MB,14nm,Yes,No,DDR4 2666,2,Yes,Intel UHD Graphics 630,350 MHz,1.15 GHz,3.0,16,95W,Cooling device not included - Processor Only,April 05  2019,None,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Core i7 8th Gen,Core i7-8086K,BX80684I78086K,LGA 1151,Coffee Lake,6-Core,12,4.0 GHz,5.0 GHz,12MB,14nm,Yes,Yes,DDR4 2666,2,Yes,Intel UHD Graphics 630,350 MHz,1.2 GHz,3.0,16,95W,Cooling device not included - Processor Only,October 17  2019,None,No Stock Cooler,None,None,i7-8086K,None,None,None,None,None,None
Intel,Desktop,Core i7 3rd Gen,Core i7-3770K,BX80637I73770K,LGA 1155,Ivy Bridge,Quad-Core,8,3.5GHz (3.9GHz Turbo),3.90GHz,8MB,22nm,Yes,Yes,DDR3 1600,4,Yes,Intel HD Graphics 4000,650 MHz,1.15 GHz,None,None,77W,Heatsink and fan included,September 12  2016,4 x 256KB,No Stock Cooler,None,None,None,5 GT/s,Dual-channel DDR3 Memory Controller supports DDR3-1333 and DDR3-1600 memory,None,None,None,None
Intel,None,Core i7 4th Gen,Core i7-4790,BX80646I74790,LGA 1150,Haswell,Quad-Core,None,3.6 GHz,4.0GHz,8MB,22nm,Yes,Yes,None,None,Yes,Intel HD Graphics 4600,None,None,None,None,84W,Heatsink and fan included,May 15  2019,4 x 256KB,None,None,None,None,None,None,None,None,None,None
Intel,None,Core i5 3rd Gen,Core i5-3570,BX80637i53570,LGA 1155,Ivy Bridge,Quad-Core,None,3.4GHz (3.8GHz Turbo Boost),None,6MB,22nm,Yes,No,DDR3 1600,None,Yes,Intel HD Graphics 2500,650 MHz,1.15 GHz,None,None,77W,Heatsink and fan included,January 11  2017,4 x 256KB,No Stock Cooler,SSE4.1/4.2  AVX,None,None,5 GT/s,None,None,None,None,None
Intel,Desktop,Core i5 6th Gen,Core i5-6400,BX80662I56400,LGA 1151,Skylake,Quad-Core,4,2.7 GHz,3.3 GHz,6MB,14nm,Yes,No,DDR4-1866 / 2133  DDR3L-1333 / 1600 @ 1.35V,2,None,Intel HD Graphics 530,350 MHz,950 MHz,3.0,16,65W,Heatsink and fan included,March 08  2019,4 x 256KB,None,None,None,None,None,None,None,None,None,None
Intel,None,Core i5 4th Gen,Core i5-4460,BX80646I54460,LGA 1150,Haswell,Quad-Core,None,3.2 GHz,3.4 GHz,6MB,22nm,Yes,No,None,None,Yes,Intel HD Graphics 4600,350 MHz,1.1 GHz,None,None,None,Heatsink and fan included,February 16  2019,4 x 256KB,None,None,None,None,None,None,None,None,None,None
Intel,None,Core i7 4th Gen,Core i7-4770,BX80646I74770,LGA 1150,Haswell,Quad-Core,None,3.4 GHz,None,8MB,22nm,Yes,Yes,None,None,Yes,Intel HD Graphics,None,None,None,None,84W,None,May 25  2019,None,None,None,None,Celeron G3920,None,DDR3,None,None,None,None
Intel,Desktop,Core i5 6th Gen,Core i5-6500,BX80662I56500,LGA 1151,Skylake,Quad-Core,4,3.2 GHz,3.6 GHz,6MB,14nm,Yes,No,None,None,Yes,Intel HD Graphics 530,350 MHz,1.05 GHz,3.0,16,65W,Heatsink and fan included,August 14  2019,4 x 256KB,Air Cooler,None,None,None,None,None,None,None,None,None
Intel,Desktop,Core i5 8th Gen,Core i5-8600K,CM8068403358508,LGA 1151,Coffee Lake,6-Core,6,3.6 GHz,4.3 GHz,9MB,14nm,Yes,No,DDR4 2666,2,Yes,Intel UHD Graphics 630,350 MHz,1.15 GHz,3.0,16,95W,Cooling device not included - Processor Only,November 29  2017,None,None,None,None,None,None,None,None,None,None,None
Intel,None,Core i7 2nd Gen,Core i7-2600K,BX80623I72600K,LGA 1155,Sandy Bridge,Quad-Core,None,3.4GHz (3.8GHz Turbo Boost),None,8MB,32nm,Yes,Yes,None,None,Yes,Intel HD Graphics 3000,850 MHz,None,None,None,95W,Heatsink and fan included,May 06  2019,4 x 256KB,None,SSE4.1/4.2  AVX,None,None,None,Dual Channel DDR3-1066/1333,None,None,None,None
Intel,Desktop,Core i3 8th Gen,Core i3-8350K,BX80684I38350K,LGA 1151 (300 Series),Coffee Lake,Quad-Core,4,4.0 GHz,None,8MB,14nm,Yes,No,DDR4 2400,2,Yes,Intel UHD Graphics 630,350 MHz,1.15 GHz,3.0,16,91W,Cooling device not included - Processor Only,November 29  2019,None,None,None,None,None,None,None,None,None,None,None
Intel,None,Core i7 3rd Gen,Core i7-3770,BX80637I73770,LGA 1155,Ivy Bridge,Quad-Core,None,3.4GHz (3.9GHz Turbo),None,8MB,22nm,Yes,Yes,None,None,Yes,Intel HD Graphics 4000,650 MHz,1.15 GHz,None,None,77W,Heatsink and fan included,May 06  2019,4 x 256KB,None,None,None,None,5 GT/s,Dual-channel DDR3 Memory Controller supports DDR3-1333 and DDR3-1600 memory,None,None,None,None
Intel,Desktop,Celeron,Celeron G3900,BX80662G3900,LGA 1151,Skylake,Dual-Core,2,2.8 GHz,None,2MB shared,14nm,None,None,DDR4 / DDR3L,None,None,Intel HD Graphics 510,None,950 MHz,None,None,65W,Heatsink and fan included,January 28  2019,None,None,None,None,None,None,None,None,None,None,None
Intel,None,Core i7 6th Gen,Core i7-6700,CM8066201920103,LGA 1151,Skylake,Quad-Core,8,3.4 GHz,4.0 GHz,8MB,14nm,Yes,Yes,DDR4-1866 / 2133  DDR3L-1333 / 1600 @ 1.35V,2,Yes,Intel HD Graphics 530,350 MHz,1.15 GHz,3.0,16,65W,Cooling device not included - Processor Only,April 17  2019,4 x 256KB,None,None,None,None,None,None,None,None,None,None
Intel,None,Core i7 4th Gen,Core i7-5820K,BX80648I75820K,LGA 2011-v3,Haswell-E,6-Core,12,3.3 GHz,3.6 GHz,15MB,22nm,Yes,Yes,None,None,Yes,None,None,None,3.0,28,140W,Cooling device not included - Processor Only,March 07  2018,6 x 256KB,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Core i7 8th Gen,Core i7-8700,CM8068403358316,LGA 1151,Coffee Lake,6-Core,12,3.2 GHz,4.6 GHz,None,14nm,Yes,Yes,DDR4 2666,2,Yes,Intel UHD Graphics 630,350 MHz,1.2 GHz,3.0,16,65W,Cooling device not included - Processor Only,November 11  2019,12MB,No Stock Cooler,None,None,i7-8700,None,None,None,None,None,None
Intel,None,Core i7 2nd Gen,Core i7-2600,CM8062300834302,LGA 1155,Sandy Bridge,Quad-Core,None,3.4GHz (3.8GHz Turbo Boost),None,8MB,32nm,Yes,Yes,None,None,Yes,Intel HD Graphics 2000,850 MHz,None,None,None,95W,None,September 10  2019,None,No Stock Cooler,None,None,None,None,None,None,None,None,None
Intel,Desktop,Core i5 4th Gen,Core i5-4590,BX80646I54590,LGA 1150,Haswell,Quad-Core,4,3.3 GHz,3.7 GHz,6MB,22nm,Yes,No,None,2,Yes,Intel HD Graphics 4600,350 MHz,1.15 GHz,3.0,None,84W,Heatsink and fan included,May 22  2019,4 x 256KB,None,None,None,None,5 GT/s,None,None,None,None,None
Intel,Desktop,Core i5 6th Gen,Core i5-6600,BX80662I56600,LGA 1151,Skylake,Quad-Core,4,3.3 GHz,3.9 GHz,6MB,14nm,Yes,No,DDR4-1866 / 2133  DDR3L-1333 / 1600 @ 1.35V,2,Yes,Intel HD Graphics 530,350 MHz,1.15 GHz,3.0,16,65W,Heatsink and fan included,October 31  2018,4 x 256KB,Air Cooler,None,None,None,None,None,None,None,None,None
Intel,Desktop,Celeron,Celeron G4900,BX80684G4900,LGA 1151 (300 Series),Coffee Lake,Dual-Core,2,3.1 GHz,None,2MB,14nm,Yes,None,DDR4 2400,2,None,Intel UHD Graphics 610,None,1.05 GHz,3.0,16,54W,Heatsink and fan included,December 21  2018,None,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Celeron,Celeron G4920,BX80684G4920,LGA 1151 (300 Series),Coffee Lake,Dual-Core,2,3.2 GHz,None,2MB,14nm,Yes,None,DDR4 2400,2,None,Intel UHD Graphics 610,None,1.05 GHz,3.0,16,54W,Heatsink and fan included,January 14  2020,None,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Celeron,Celeron G3920,BX80662G3920,LGA 1151,Skylake,Dual-Core,2,2.9 GHz,None,2MB shared,14nm,None,None,DDR4 / DDR3L,None,None,Intel HD Graphics 510,None,950 MHz,None,None,65W,Heatsink and fan included,November 29  2019,None,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Celeron,Celeron G3930,BX80677G3930,LGA 1151,Kaby Lake,Dual-Core,2,2.9 GHz,None,2MB,None,None,None,DDR4 2133  DDR3L 1333 / 1600 @ 1.35V,2,Yes,Intel HD Graphics 610,350 MHz,1.05 GHz,3.0,16,51W,Heatsink and fan included,April 29  2019,None,None,None,None,None,None,None,None,None,None,None
Intel,Desktop,Core i5 7th Gen,Core i5-7500,CM8067702868012,LGA 1151,Kaby Lake,Quad-Core,4,3.4 GHz,None,6MB,14nm,Yes,None,None,None,Yes,None,None,None,None,None,65W,Cooling device not included - Processor Only,January 15  2020,4 x 256KB,No Stock Cooler,None,None,None,None,None,None,None,None,None
Intel,Desktop,Core i7 X-Series,Core i7-7820X,BX80673I77820X,LGA 2066,Skylake X,8-Core,16,3.6 GHz,4.3 GHz,11MB,14nm,Yes,Yes,DDR4 2666,4,Yes,None,None,None,3.0,28,140W,Cooling device not included - Processor Only,September 21  2018,8MB,None,None,None,None,None,None,None,None,None,None
